day,wake_time_min,sleep_start_min,screen_after_wake_min,prep_min,commute_min,arrival_time_min,late
Wed,407,112,0.0,23.4,7.7,428.6,0
Mon,404,141,32.8,13.0,63.6,504.9,0
Thu,570,66,7.3,20.2,24.6,632.2,1
Fri,414,54,1.4,37.2,77.7,542.0,1
Wed,441,104,3.0,27.7,18.8,477.6,1
Tue,382,94,36.4,21.4,34.3,440.3,0
Wed,313,5,7.0,15.8,40.1,389.3,0
Mon,426,89,24.4,20.8,5.7,445.8,0
Fri,570,157,0.0,15.6,22.5,597.0,1
Fri,401,1284,15.2,32.5,24.1,457.1,0
Wed,570,96,0.0,7.1,79.7,646.0,1
Thu,471,31,0.0,16.2,50.0,556.9,1
Mon,570,71,2.2,10.9,21.7,601.2,1
Fri,473,91,0.0,11.8,42.3,498.4,1
Tue,570,120,0.0,9.9,11.1,569.7,1
Fri,270,1215,32.0,45.3,0.0,334.5,0
Mon,270,1323,0.0,35.8,28.1,318.1,0
Tue,307,1356,41.3,23.6,11.5,376.6,0
Tue,570,1438,5.1,12.2,5.7,600.3,1
Thu,370,1300,17.4,19.7,11.5,397.8,0
Mon,511,70,1.1,17.7,24.1,576.5,1
Wed,502,120,4.4,19.9,31.7,566.3,1
Fri,547,27,0.0,17.8,47.8,621.5,1
Fri,519,47,1.3,19.6,39.2,580.9,1
Wed,344,1418,17.2,45.5,14.1,393.6,0
Thu,404,20,5.5,25.5,0.0,429.5,0
Mon,429,102,0.0,24.6,16.4,459.8,0
Fri,503,47,0.0,14.4,8.7,529.5,1
Wed,305,49,3.7,33.4,15.8,344.8,0
Thu,379,3,5.9,41.9,19.5,443.9,0
Mon,513,86,10.1,11.4,21.9,568.1,1
Thu,565,99,4.7,24.4,2.7,606.2,1
Wed,270,1261,37.1,40.9,9.3,354.2,0
Mon,570,115,5.0,6.7,0.0,573.7,1
Fri,566,142,9.5,11.5,15.8,596.3,1
Thu,450,32,8.9,19.7,20.7,507.1,1
Wed,311,1423,32.5,37.0,44.7,411.4,0
Wed,386,107,20.0,25.7,41.7,464.5,0
Mon,456,115,3.9,6.0,17.4,480.7,0
Tue,570,72,5.3,24.7,46.7,637.8,1
Fri,553,127,0.0,31.2,75.8,654.2,1
Thu,377,62,0.8,20.0,16.5,402.3,0
Tue,270,1230,0.0,39.9,2.6,316.7,0
Tue,331,1439,75.7,18.9,30.8,421.3,0
Wed,460,113,0.0,29.8,10.7,512.2,0
Thu,377,95,4.5,23.9,0.0,416.8,0
Fri,270,1305,6.1,43.9,31.3,349.5,0
Thu,270,1358,5.3,54.8,3.0,337.5,0
Tue,467,1436,6.6,6.5,20.6,490.9,1
Tue,270,1367,59.8,35.0,30.2,383.5,0
Mon,570,173,0.1,25.0,11.2,604.2,1
Mon,270,1360,3.4,34.6,73.0,378.4,0
Tue,337,1434,2.4,32.3,7.8,371.2,0
Tue,375,41,34.9,39.8,17.5,448.4,0
Fri,388,144,11.6,29.4,33.2,448.0,0
Wed,537,11,9.2,14.9,19.5,582.0,1
Fri,543,39,8.3,10.3,11.7,577.1,1
Wed,410,45,39.5,14.1,31.3,479.1,0
Tue,270,1391,36.9,29.5,13.5,341.2,0
Mon,286,85,5.4,38.1,33.6,379.0,0
Fri,270,1224,10.8,41.0,70.4,382.5,0
Mon,395,124,46.0,36.5,12.3,453.0,0
Thu,484,154,0.0,19.3,15.3,519.6,1
Thu,434,73,7.9,31.9,31.5,514.0,1
Wed,532,1412,0.0,19.7,81.8,630.7,1
Thu,441,1436,12.5,30.3,4.6,490.9,0
Mon,270,1329,0.0,25.7,4.9,289.0,0
Thu,518,72,0.0,23.3,23.9,564.8,1
Mon,453,152,13.2,23.7,86.1,567.8,1
Wed,417,1439,1.6,31.7,45.3,498.6,0
Thu,350,137,6.0,26.9,28.4,401.0,0
Fri,486,95,6.8,30.4,27.5,544.8,1
Tue,551,1433,9.7,19.6,43.2,623.6,1
Fri,270,1239,0.0,10.6,60.9,343.0,0
Mon,419,82,19.4,22.6,78.8,534.8,1
Tue,270,1255,31.1,21.0,45.4,352.9,0
Thu,402,50,24.6,28.1,8.4,440.6,0
Tue,270,1281,16.5,30.4,73.2,379.6,0
Fri,270,1230,4.2,36.8,8.2,324.2,0
Tue,270,1235,31.9,35.0,37.2,358.1,0
Mon,558,121,2.1,29.7,1.9,599.5,1
Mon,270,1270,12.2,30.6,34.8,339.0,0
Thu,288,30,41.2,31.4,22.6,380.2,0
Wed,543,1429,4.9,15.7,15.0,576.9,1
Tue,344,55,110.3,21.9,38.2,460.6,0
Mon,334,89,18.0,33.4,52.0,432.0,0
Fri,270,1261,9.6,27.0,20.9,317.5,0
Thu,388,75,5.9,39.0,21.3,458.6,1
Tue,270,1423,14.9,27.6,8.9,305.6,0
Mon,530,112,6.8,22.4,6.5,565.0,1
Wed,436,81,35.0,39.3,36.5,522.3,1
Mon,517,112,3.5,21.8,12.5,552.6,1
Tue,431,52,17.7,20.7,86.1,534.7,1
Mon,374,12,1.2,31.4,16.4,436.6,0
Tue,505,130,8.4,27.3,51.1,590.3,1
Thu,541,141,2.0,9.8,81.4,631.8,1
Wed,407,1387,37.7,16.9,12.4,447.7,1
Mon,504,151,5.6,30.9,45.0,602.0,1
Mon,276,1213,0.0,23.4,5.4,316.0,0
Tue,364,50,0.9,40.8,15.3,441.5,0
Mon,537,64,6.0,29.1,28.5,595.4,1
Wed,452,128,7.0,29.7,35.0,508.8,1
Tue,570,166,3.3,17.0,43.5,643.4,1
Mon,328,72,104.2,30.9,51.6,481.2,0
Fri,270,1235,11.9,33.3,16.3,336.0,0
Tue,270,1185,0.0,52.0,41.1,364.8,0
Mon,312,1436,11.0,30.0,12.9,356.1,0
Thu,490,36,3.9,26.3,4.7,523.1,1
Mon,408,117,2.6,26.3,39.4,478.9,1
Mon,475,85,6.9,27.7,44.8,566.5,1
Fri,570,122,0.6,25.7,54.2,645.8,1
Fri,363,63,7.4,24.8,7.2,392.1,0
Mon,385,1282,3.5,19.9,47.8,436.2,0
Wed,270,1258,13.0,21.6,33.8,326.5,0
Wed,560,94,0.7,11.5,12.9,577.9,1
Thu,270,1249,5.2,37.4,0.8,306.3,0
Fri,570,136,0.0,23.2,10.2,609.3,1
Fri,270,51,14.7,34.4,15.7,324.9,0
Thu,570,164,0.0,20.7,13.0,616.5,1
Fri,270,1266,31.5,24.9,47.2,368.6,0
Thu,360,1365,4.9,30.9,14.0,404.0,0
Thu,435,1342,2.9,28.3,0.6,454.9,0
Wed,271,1196,0.0,27.9,35.3,340.2,0
Mon,517,89,12.0,18.1,3.8,553.6,1
Thu,270,1209,22.6,20.6,12.3,317.1,0
Thu,270,1284,4.3,28.2,42.1,336.3,0
Fri,460,82,9.4,18.3,39.4,519.4,1
Tue,570,89,0.0,14.5,0.2,595.0,1
Wed,306,75,31.0,22.3,42.0,393.2,0
Thu,291,45,0.8,35.5,40.3,377.5,0
Tue,351,1299,11.7,41.5,12.0,416.2,0
Mon,270,1328,24.9,33.9,12.2,331.9,0
Tue,570,107,3.5,43.1,14.3,629.4,1
Mon,570,1412,3.8,10.1,2.2,588.8,1
Fri,431,94,20.3,25.2,1.8,465.8,0
Mon,304,1402,0.0,26.5,38.7,372.4,0
Tue,311,1238,6.3,21.8,8.2,333.5,0
Thu,570,162,10.8,18.8,20.2,610.4,1
Fri,360,50,5.7,32.0,15.2,400.6,0
Fri,383,1,13.4,30.6,10.6,435.2,1
Wed,527,85,4.8,21.7,0.4,550.5,1
Wed,565,32,5.8,14.9,0.6,583.0,1
Wed,537,55,5.9,23.8,28.3,580.3,1
Tue,570,89,4.4,23.8,41.5,640.6,1
Mon,270,1254,30.4,36.1,11.2,338.4,0
Thu,369,1307,38.8,6.9,16.8,405.7,0
Wed,270,1207,18.0,37.9,53.7,377.1,0
Mon,350,1393,15.7,27.9,16.4,402.7,0
Thu,426,131,8.7,34.9,13.5,489.3,1
Mon,365,94,18.7,22.6,31.7,426.1,0
Tue,362,1249,12.0,20.5,15.7,405.9,0
Fri,570,41,9.1,13.3,15.9,585.7,1
Thu,445,1422,65.0,9.5,23.4,501.0,1
Tue,509,110,3.3,12.8,16.6,550.8,1
Fri,270,1246,0.5,27.5,0.0,297.1,0
Tue,406,1433,3.2,17.1,15.0,450.8,0
Mon,310,88,16.8,34.4,10.8,362.6,0
Thu,270,1431,13.8,37.2,18.9,346.4,0
Wed,373,1,26.7,34.5,0.0,425.1,0
Wed,424,100,22.2,27.7,16.1,492.4,0
Mon,526,45,0.0,20.1,6.7,553.2,1
Fri,570,60,6.5,13.9,16.7,594.1,1
Thu,570,117,1.0,14.9,8.4,597.3,1
Wed,501,46,3.9,12.2,39.8,565.6,1
Tue,291,1236,2.9,34.3,10.4,351.6,0
Wed,473,134,0.0,6.9,27.2,499.0,1
Fri,369,1365,8.3,31.7,8.2,414.3,0
Thu,270,1395,29.3,36.7,78.9,406.2,0
Thu,535,100,6.2,20.6,25.8,586.2,1
Mon,532,53,8.2,18.9,39.3,590.8,1
Wed,280,78,4.2,34.4,18.7,336.2,0
Fri,545,69,4.2,13.1,57.2,621.4,1
Tue,313,1408,15.7,35.9,10.4,363.2,0
Mon,329,6,43.3,20.6,35.3,415.5,0
Tue,570,122,5.7,21.4,6.9,598.6,1
Wed,435,35,43.8,17.6,45.1,534.3,1
Fri,492,1337,4.4,24.9,9.6,522.7,1
Tue,560,135,0.0,19.5,13.9,604.2,1
Thu,562,114,1.6,21.5,75.9,660.5,1
Mon,441,87,1.6,16.3,51.8,525.8,1
Wed,511,138,0.1,23.2,0.0,536.4,1
Tue,323,89,118.8,36.3,6.1,429.7,0
Wed,381,1432,25.0,27.2,30.8,457.0,0
Tue,288,16,0.0,29.1,45.1,371.7,0
Wed,341,41,9.3,34.2,0.6,376.2,0
Mon,317,1367,29.5,19.0,40.8,403.0,0
Wed,476,1356,6.9,23.2,32.7,552.1,1
Thu,441,52,8.5,37.0,18.2,504.0,1
Mon,403,148,66.3,49.0,12.9,500.2,1
Wed,274,1254,14.9,35.8,39.7,361.5,0
Thu,270,1299,3.2,30.5,29.1,333.1,0
Tue,270,1219,44.5,32.7,24.5,346.5,0
Mon,270,1295,5.8,51.5,16.4,334.5,0
Fri,375,1261,4.4,42.4,59.6,482.1,1
Mon,273,1414,4.6,36.3,9.9,317.0,0
Thu,291,7,44.2,37.9,12.7,363.7,0
Mon,433,84,6.5,19.4,29.8,478.4,0
Tue,465,1377,0.0,18.3,9.0,480.3,0
Fri,450,1331,12.7,21.0,23.9,515.2,1
Fri,486,110,3.4,17.0,24.1,539.6,1
Thu,439,65,7.7,31.6,47.7,520.7,1
Wed,570,19,0.0,12.0,43.6,624.2,1
Wed,391,1402,1.3,26.8,0.0,425.4,0
Mon,320,10,0.0,22.1,82.9,438.7,0
Wed,450,1327,3.7,29.4,34.8,515.5,1
Fri,464,121,1.4,37.6,23.1,522.2,1
Fri,462,1307,0.8,40.1,5.8,531.4,1
Thu,361,1424,6.2,17.8,15.0,389.7,0
Tue,450,94,28.4,16.8,48.8,531.0,1
Wed,479,9,3.6,26.7,89.8,580.1,1
Tue,270,1273,0.0,40.0,0.0,306.0,0
Wed,570,109,3.7,12.3,8.6,590.6,1
Mon,367,131,16.6,14.5,10.7,397.7,0
Wed,373,1312,10.6,36.8,34.3,440.7,0
Mon,270,1248,17.2,43.5,15.7,336.5,0
Wed,570,117,3.2,16.2,46.4,630.2,1
Tue,342,71,35.5,39.1,11.3,430.3,0
Mon,481,1429,1.1,24.5,16.4,524.2,1
Thu,460,140,3.4,6.0,33.7,499.3,1
Tue,408,122,10.0,21.8,21.5,473.8,0
Tue,450,102,0.0,20.7,9.7,476.9,0
Fri,570,39,8.6,21.0,51.2,647.2,1
Fri,570,149,12.2,22.1,23.4,612.0,1
Tue,337,1365,0.0,23.6,2.0,370.1,0
Wed,496,48,2.3,20.0,11.7,542.2,1
Wed,441,1426,5.7,17.4,10.5,470.0,0
Mon,270,1181,15.8,34.3,36.5,349.7,0
Thu,363,1413,0.0,34.7,75.7,485.7,1
Wed,346,11,3.5,33.9,7.8,384.1,0
Tue,553,61,5.0,9.2,60.6,621.4,1
Fri,443,1386,3.0,33.3,5.9,484.7,0
Wed,270,1414,5.8,46.3,40.4,360.3,0
Mon,270,1235,23.6,44.2,82.5,405.5,0
Tue,547,180,4.1,8.5,10.6,567.7,1
Tue,316,1217,22.6,11.0,7.2,352.6,0
Tue,270,1379,4.7,26.2,30.6,332.1,0
Tue,570,88,7.2,20.7,8.8,605.1,1
Fri,363,1202,3.5,33.1,19.1,409.5,0
Fri,270,1290,6.3,35.3,39.2,352.6,0
Thu,297,18,26.2,48.7,76.3,441.2,0
Mon,277,1244,26.2,37.6,26.1,362.3,0
Mon,348,1400,6.4,28.3,36.8,408.9,0
Fri,270,1267,24.9,34.5,5.6,323.9,0
Mon,270,1333,36.3,25.4,21.6,344.7,0
Thu,320,1225,3.2,46.3,23.4,397.7,0
Mon,511,98,6.5,6.0,7.9,529.7,1
Mon,570,164,1.7,6.0,37.8,615.2,1
Mon,409,153,40.6,35.9,11.0,499.1,1
Tue,296,44,14.9,21.6,15.7,345.2,0
Thu,570,132,3.0,19.0,85.5,677.2,1
Fri,472,35,7.3,8.6,26.2,507.5,1
Mon,570,1424,7.7,36.4,33.6,629.5,1
Tue,427,1270,18.4,27.0,16.2,471.4,1
Mon,289,49,17.0,17.6,40.7,372.0,0
Fri,570,155,4.9,17.2,25.3,613.4,1
Thu,270,1318,6.6,34.6,15.9,337.4,0
Wed,270,1404,1.7,26.9,35.5,348.7,0
Tue,270,1330,35.5,24.7,21.3,327.8,0
Tue,409,1391,7.5,19.8,89.6,525.5,1
Tue,270,1310,24.8,39.4,48.6,381.3,0
Fri,270,1237,10.4,22.0,10.3,309.4,0
Mon,403,163,24.7,46.3,16.2,498.3,1
Thu,495,105,1.1,27.8,19.3,538.0,1
Fri,570,156,4.6,8.0,14.5,586.0,1
Fri,360,1409,2.9,29.0,80.0,468.8,0
Mon,410,76,45.2,22.2,15.1,489.9,0
Fri,270,1294,0.5,30.0,27.4,332.8,0
Wed,270,1279,7.6,39.7,2.8,316.7,0
Wed,303,1413,46.5,35.4,0.0,360.6,0
Mon,366,1391,5.9,23.6,29.4,424.9,0
Thu,348,1430,7.9,36.7,16.3,402.7,0
Mon,528,63,0.7,16.2,33.4,584.0,1
Thu,388,1364,10.1,37.6,6.4,449.1,0
Wed,427,44,100.8,19.8,10.9,509.5,1
Mon,479,148,5.1,21.1,32.1,531.7,1
Mon,488,111,0.5,16.1,9.8,510.5,1
Mon,270,1262,0.0,25.8,1.3,306.1,0
Wed,476,71,0.0,14.5,9.1,515.8,1
Thu,270,1296,26.9,30.5,17.3,319.3,0
Tue,270,1210,28.9,32.6,5.5,326.4,0
Thu,475,1380,0.9,14.5,15.1,510.8,1
Wed,477,40,7.6,22.5,39.9,540.4,1
Mon,477,19,1.0,6.0,17.0,493.7,1
Thu,476,74,0.0,34.0,43.6,553.0,1
Fri,429,45,0.0,35.4,1.7,468.7,1
Wed,299,60,25.6,34.8,74.2,422.5,0
Tue,409,37,16.2,12.2,63.6,488.5,1
Thu,387,102,0.0,38.8,7.0,431.8,0
Thu,270,1388,1.5,40.4,27.1,346.9,0
Mon,270,180,39.1,26.8,7.3,330.2,0
Tue,527,44,6.7,22.1,48.5,589.3,1
Thu,270,1292,0.0,38.1,5.7,328.6,0
Mon,356,59,7.4,25.3,2.0,397.9,0
Fri,270,1275,43.2,40.2,4.2,348.1,0
Mon,570,107,6.5,6.0,27.4,604.6,1
Thu,270,1336,0.5,33.5,10.1,328.8,0
Wed,424,51,15.8,37.6,74.6,554.3,1
Tue,429,1349,9.2,6.7,17.9,456.7,0
Thu,454,81,0.5,23.2,37.9,519.8,1
Thu,570,78,9.3,10.1,16.0,589.9,1
Fri,270,1263,3.7,27.3,15.1,320.0,0
Fri,325,1227,48.4,33.0,11.1,406.0,0
Wed,299,57,0.7,45.3,29.2,370.6,0
Wed,270,1261,117.5,49.9,81.8,472.0,0
Fri,270,1257,20.7,41.4,1.8,323.4,0
Thu,536,19,0.9,11.5,21.6,570.0,1
Mon,381,122,6.5,18.1,14.4,411.3,0
Thu,570,120,7.2,14.4,90.3,677.5,1
Tue,570,23,1.1,16.1,17.7,594.8,1
Wed,270,1352,4.4,40.4,12.8,318.4,0
Fri,549,31,7.6,23.5,13.1,592.7,1
Wed,460,65,4.2,20.9,12.6,481.3,0
Thu,570,108,7.7,6.0,33.5,625.5,1
Wed,570,78,5.7,6.3,13.3,580.0,1
Thu,444,1434,28.3,23.8,0.0,476.6,0
Fri,366,1428,7.1,22.9,71.3,471.2,0
Wed,488,48,2.2,29.1,24.8,535.2,1
Mon,336,1290,9.7,30.2,0.9,383.2,0
Fri,476,49,2.2,13.1,17.8,495.4,1
Tue,470,62,6.5,21.2,1.3,502.9,1
Wed,431,64,12.2,30.9,0.0,469.8,0
Thu,436,92,5.7,25.2,13.2,483.7,1
Fri,270,118,5.0,33.8,17.5,329.2,0
Tue,270,1200,0.0,32.0,7.9,310.3,0
Fri,391,70,15.5,42.5,8.1,445.7,0
Fri,492,1379,0.0,11.0,18.6,538.8,1
Fri,473,2,2.0,26.8,49.5,541.8,1
Thu,404,115,12.3,26.4,41.9,483.6,0
Wed,428,1397,16.0,26.8,8.4,466.7,1
Fri,570,142,6.2,28.2,13.4,616.3,1
Mon,431,1327,3.9,37.9,20.8,481.5,0
Fri,270,1323,16.6,21.8,71.5,373.3,0
Thu,417,1439,0.0,20.4,8.5,441.2,0
Wed,270,1246,0.0,31.2,34.7,338.2,0
Mon,303,1306,2.8,33.0,88.7,410.0,0
Mon,454,156,5.0,25.1,18.2,509.3,1
Fri,370,1417,38.9,19.8,71.1,477.3,0
Mon,270,1393,37.5,37.5,30.0,363.5,0
Fri,318,1249,8.3,16.3,30.8,383.5,0
Wed,452,130,19.3,27.7,11.9,505.4,1
Tue,537,105,3.4,24.1,44.9,595.5,1
Thu,564,21,1.3,13.5,21.1,594.0,1
Thu,270,1267,53.5,36.0,0.0,333.0,0
Thu,270,1214,3.0,26.3,44.7,341.7,0
Fri,451,79,15.0,31.7,11.4,507.5,1
Wed,270,138,44.8,38.3,11.2,341.0,0
Thu,478,102,6.1,12.6,14.4,495.9,1
Fri,570,92,3.7,19.1,26.7,615.6,1
Tue,365,115,2.3,30.1,24.0,431.8,0
Wed,416,65,10.3,27.3,23.3,479.0,1
Wed,446,133,10.5,30.3,32.4,522.9,1
Thu,554,29,4.2,6.2,4.3,572.9,1
Mon,285,1328,14.0,33.8,1.3,315.8,0
Wed,404,43,16.1,28.6,36.5,485.0,1
Mon,324,23,25.8,22.8,14.1,376.8,0
Tue,470,1403,0.0,24.5,46.9,543.3,1
Fri,444,85,91.6,22.7,6.1,525.6,1
Wed,270,1203,96.6,42.4,15.7,382.8,0
Wed,343,61,0.5,23.1,8.5,378.2,0
Tue,570,118,3.4,39.5,12.4,638.2,1
Wed,470,132,3.0,43.4,7.9,536.3,1
Fri,422,1300,26.8,38.6,19.5,492.9,1
Mon,570,94,2.2,20.3,0.0,588.6,1
Mon,270,1228,6.8,32.3,7.4,312.3,0
Mon,376,145,22.8,16.6,1.9,403.0,0
Thu,324,69,0.0,22.1,22.4,370.7,0
Tue,450,79,3.4,14.6,48.5,512.6,1
Thu,487,34,3.0,16.2,19.8,517.2,0
Mon,491,16,4.1,13.6,47.9,544.6,1
Tue,270,1190,37.7,31.9,7.1,322.4,0
Fri,270,1428,39.4,31.4,31.7,359.4,0
Thu,334,1301,7.0,36.4,50.4,425.0,0
Wed,270,1200,42.0,44.3,20.0,365.2,0
Thu,270,1237,8.7,36.2,8.1,327.9,0
Thu,270,1237,31.0,38.0,15.9,341.7,0
Wed,393,31,12.9,17.0,25.7,443.6,0
Fri,288,1319,11.0,30.6,27.0,357.3,0
Fri,570,129,5.4,11.3,11.6,593.1,1
Fri,355,62,0.0,18.1,18.2,394.6,0
Mon,448,1412,0.9,24.5,7.5,474.4,1
Thu,270,1223,0.0,37.8,5.0,317.9,0
Fri,276,18,5.5,32.5,9.7,339.4,0
Mon,382,1286,1.9,13.5,0.5,400.9,0
Fri,403,1409,9.1,32.6,13.9,454.7,0
Wed,426,10,8.3,25.8,68.8,517.2,1
Mon,318,61,0.0,31.3,29.0,387.6,0
Thu,284,1221,3.4,29.3,30.6,349.4,0
Wed,332,0,30.0,31.5,23.3,395.8,0
Mon,405,1386,25.9,26.6,0.0,435.0,0
Mon,556,135,2.3,6.0,76.5,629.6,1
Fri,390,1406,22.0,28.6,15.9,432.5,0
Wed,270,1221,0.1,31.9,45.9,350.6,0
Tue,438,125,2.9,25.7,41.0,499.3,1
Wed,435,85,0.0,16.4,57.3,508.2,1
Wed,570,118,10.8,18.0,24.4,622.2,1
Wed,270,1309,17.3,44.2,13.7,341.3,0
Fri,289,1299,14.1,25.4,65.4,400.2,0
Mon,570,135,4.7,7.6,15.4,605.0,1
Mon,468,1316,3.7,9.1,10.4,496.6,1
Tue,557,1439,8.3,12.3,48.4,626.4,1
Tue,399,1413,41.7,19.6,18.1,437.0,0
Tue,270,38,2.4,18.5,9.4,298.6,0
Fri,407,134,9.2,42.4,27.9,491.9,1
Wed,297,39,7.9,26.2,19.5,358.7,0
Mon,459,151,0.0,29.7,32.2,511.9,1
Tue,541,69,0.0,28.9,16.9,583.6,1
Thu,444,124,9.1,29.9,84.6,565.2,1
Wed,342,76,8.5,14.0,6.2,371.3,0
Tue,446,1418,24.4,11.2,11.6,492.6,1
Thu,461,16,3.0,24.6,8.0,486.1,0
Tue,311,17,43.1,36.6,49.8,437.0,0
Wed,542,33,0.0,6.6,9.6,556.6,1
Tue,570,83,0.8,6.0,12.5,578.5,1
Tue,270,1374,3.2,36.8,0.5,307.2,0
Thu,326,1404,25.7,34.6,34.6,421.3,0
Fri,490,1413,4.9,14.3,4.4,523.8,1
Fri,532,120,4.9,16.8,18.5,577.8,1
Fri,425,99,0.0,9.3,3.5,432.1,0
Fri,474,93,6.0,37.6,48.0,558.6,1
Tue,313,61,28.9,36.7,67.9,443.2,0
Fri,570,129,3.2,13.7,18.0,612.9,1
Fri,419,37,26.6,24.9,54.6,527.5,1
Thu,445,1398,1.3,26.7,51.4,523.7,1
Tue,549,152,6.8,29.5,34.5,618.9,1
Wed,307,74,1.8,34.6,37.0,384.5,0
Thu,314,1290,7.2,27.2,7.0,339.4,0
Fri,342,39,6.0,43.6,48.6,434.7,0
Wed,570,1439,8.4,23.4,35.0,631.8,1
Thu,437,14,40.9,17.2,6.2,472.8,1
Mon,426,91,4.8,18.4,9.7,454.5,0
Wed,273,1306,18.4,39.5,5.2,334.2,0
Wed,411,151,33.4,25.4,32.5,490.6,1
Thu,270,15,0.6,39.5,61.7,383.9,0
Wed,438,45,7.2,30.3,70.9,556.4,1
Wed,422,1350,5.1,23.6,1.8,450.8,0
Tue,457,152,0.0,16.4,3.9,477.3,1
Tue,570,80,1.8,26.1,9.7,610.4,1
Fri,490,52,4.7,22.8,0.0,517.2,1
Mon,398,33,2.9,28.3,14.0,440.2,0
Tue,407,46,4.8,29.4,16.3,454.3,0
Thu,548,102,3.2,12.3,19.9,575.3,1
Wed,276,1270,19.5,44.3,9.1,343.0,0
Mon,570,146,4.2,10.9,3.4,584.4,1
Fri,570,130,2.0,21.2,24.8,600.6,1
Wed,554,70,7.9,16.4,0.0,573.0,1
Tue,411,1351,3.8,30.6,3.9,443.3,0
Thu,357,1358,32.9,39.6,13.9,443.8,0
Thu,570,103,3.3,18.4,72.1,665.2,1
Mon,533,110,4.1,11.8,24.0,577.0,1
Thu,456,83,1.5,34.8,13.6,519.6,1
Mon,553,42,8.1,18.5,14.5,593.2,1
Wed,344,54,0.0,11.9,13.1,374.1,0
Mon,465,37,1.2,20.6,11.5,504.5,1
Thu,273,1288,35.7,35.3,13.5,341.7,0
Tue,435,58,22.3,25.0,6.5,471.0,0
Mon,470,1435,0.0,30.7,11.8,520.5,1
Mon,558,142,0.0,31.7,7.7,608.0,1
Mon,570,155,0.0,8.7,0.0,593.3,1
Mon,570,145,5.0,16.5,49.9,649.1,1
Tue,270,1191,96.0,38.7,1.6,382.4,0
Thu,462,89,0.0,19.5,31.6,507.1,1
Wed,270,1285,6.1,21.0,46.1,340.6,0
Mon,539,80,7.9,15.6,2.5,569.0,1
Thu,270,1264,2.9,40.9,3.7,302.0,0
Mon,493,1414,0.0,26.0,8.8,507.4,1
Thu,445,45,0.0,13.6,62.3,528.2,1
Tue,270,1258,45.0,40.8,38.5,369.3,0
Thu,389,22,30.3,38.8,18.1,472.9,0
Fri,303,22,2.5,15.4,44.0,374.2,0
Tue,411,97,2.1,40.1,2.2,455.7,0
Mon,270,1344,10.9,39.3,42.8,360.8,0
Wed,270,1298,8.7,50.6,24.8,367.1,0
Fri,275,1397,12.4,31.8,5.8,309.2,0
Fri,466,64,5.1,22.3,6.8,493.1,1
Wed,469,87,1.2,21.8,0.0,496.7,1
Mon,375,132,41.9,22.5,49.9,468.7,0
Thu,527,1423,0.0,22.9,19.0,559.4,1
Wed,380,22,0.0,27.5,12.5,428.7,0
Wed,570,117,8.2,29.2,23.6,624.7,1
Wed,270,11,22.0,33.4,3.1,325.3,0
Wed,570,149,1.2,14.9,24.5,595.6,1
Wed,295,1302,39.9,38.3,87.1,426.6,0
Fri,413,1406,0.0,32.8,8.3,458.3,0
Tue,272,1329,14.6,35.7,24.0,345.8,0
Mon,270,1281,11.8,44.8,14.0,349.7,0
Thu,270,1232,2.0,48.5,69.0,405.5,0
Mon,303,1270,5.9,34.2,31.7,381.6,0
Tue,270,7,20.5,38.6,47.9,390.8,0
Wed,492,134,3.1,13.8,30.0,537.6,1
Wed,329,28,64.5,28.8,15.3,414.5,0
Mon,371,1392,7.4,33.0,8.1,410.7,0
Thu,276,1386,1.4,29.8,9.1,304.4,0
Mon,551,72,5.8,18.2,17.7,600.0,1
Thu,270,1359,40.9,28.7,42.9,371.7,0
Wed,440,150,40.5,31.5,0.2,505.7,1
Fri,374,53,41.5,29.2,25.2,460.7,1
Thu,508,139,0.0,18.7,25.3,558.0,1
Wed,270,1327,0.0,39.7,25.5,334.4,0
Wed,270,1277,41.0,25.9,8.2,328.1,0
Mon,270,1271,12.7,38.0,12.6,333.0,0
Wed,450,1386,14.3,18.1,1.2,483.3,1
Thu,528,88,2.6,23.7,9.1,559.9,1
Wed,570,23,2.6,23.8,16.8,617.5,1
Tue,270,1358,14.7,11.8,64.2,368.4,0
Mon,534,1358,0.0,36.9,7.7,594.2,1
Mon,304,1408,86.4,37.3,28.3,412.3,0
Tue,270,1407,0.0,36.8,20.9,338.9,0
Thu,410,29,16.8,18.5,31.6,460.1,0
Tue,435,29,28.6,24.1,26.8,515.8,1
Tue,570,81,5.0,10.7,38.3,614.5,1
Thu,411,130,0.0,20.8,17.9,458.0,0
Tue,532,87,5.8,22.1,87.3,642.8,1
Mon,510,39,9.8,29.0,11.6,555.9,1
Fri,547,121,11.8,9.1,10.2,568.3,1
Fri,570,123,8.5,9.4,0.0,590.1,1
Fri,292,1222,12.3,29.8,45.9,380.6,0
Fri,400,75,43.2,6.0,75.5,508.5,1
Fri,570,103,3.9,6.0,36.5,595.7,1
Mon,456,31,6.5,11.9,7.0,469.6,0
Fri,270,1433,0.0,34.1,10.3,320.4,0
Fri,312,1428,3.3,52.7,8.2,362.3,0
Wed,270,1249,7.0,36.1,35.0,330.3,0
Tue,558,97,5.8,24.1,45.9,637.3,1
Fri,494,79,4.4,15.7,20.4,540.2,1
Wed,329,25,5.4,30.7,3.2,362.9,0
Mon,455,1402,0.0,17.6,27.5,507.4,1
Fri,421,126,19.8,27.8,6.5,474.9,1
Thu,539,99,1.7,20.6,13.6,570.8,1
